0,1,2,3,4
sv,FBgn0005561,4,1088798,1113317
sip3,FBgn0039875,3R,31772219,31775163
bap,FBgn0004862,3R,21388880,21390449
Actbeta,FBgn0024913,4,1077331,1084796
CG5213,FBgn0038345,3R,15494602,15495620
DppIII,FBgn0037580,3R,8344400,8347465
CG18011,FBgn0033491,2R,10142338,10146206
Lrrk,FBgn0038816,3R,20635480,20644279
CG6118,FBgn0038339,3R,15421108,15434738
CG9084,FBgn0033582,2R,11217416,11219771
CG15497,FBgn0038894,3R,21664389,21666676
H,FBgn0001169,3R,20621938,20628915
CG31223,FBgn0051223,3R,20831127,20832455
GluRIIE,FBgn0051201,3R,20644154,20648716
CG32371,FBgn0052371,3L,7767269,7768352
Pi3K92E,FBgn0015279,3R,20628972,20634732
CG14669,FBgn0037326,3R,5414527,5458394
Atg13,FBgn0261108,3R,8349815,8352817
CG13685,FBgn0035816,3L,7747344,7750552
Hn,FBgn0001208,3L,7760453,7763166
stck,FBgn0020249,3R,8356978,8359964
Rlb1,FBgn0014022,3R,9513327,9514827
JHDM2,FBgn0037703,3R,9516007,9520938
CG8176,FBgn0037702,3R,9516007,9527237
RnpS1,FBgn0037707,3R,9552034,9553747
mura,FBgn0037705,3R,9535625,9551806
CG8199,FBgn0037709,3R,9555785,9557776
MBD-like,FBgn0027950,3R,9559760,9561533
Kap-alpha3,FBgn0027338,3R,9574484,9577733
by,FBgn0000244,3R,9528238,9533011
CG9399,FBgn0037715,3R,9571911,9574211
CG9386,FBgn0037708,3R,9553696,9555408
mRpL47,FBgn0014023,3R,9514822,9515908
faf,FBgn0005632,3R,31777020,31790681
CG9601,FBgn0037578,3R,8341661,8343516
Sas-4,FBgn0011020,3R,7151367,7154219
CG33521,FBgn0250819,4,1185768,1192985
CG14866,FBgn0038315,3R,15316471,15318285
ear,FBgn0026441,3R,15320756,15325279
RpS29,FBgn0261599,3R,9778042,9779528
PIP4K,FBgn0039924,4,1192419,1196848
C15,FBgn0004863,3R,21499986,21512814
CG7956,FBgn0038890,3R,21520928,21528598
CG8507,FBgn0037756,3R,9791483,9793098
CG2126,FBgn0039876,3R,31775049,31776652
slou,FBgn0002941,3R,21548661,21557182
MAGE,FBgn0037481,3R,7154238,7155180
CG1943,FBgn0037468,3R,7074859,7077981
CG10098,FBgn0037472,3R,7124548,7126503
CG2656,FBgn0037478,3R,7144724,7151270
gfzf,FBgn0250732,3R,7145880,7150968
CG10068,FBgn0037473,3R,7126271,7128027
Cp190,FBgn0000283,3R,15270432,15275241
Ref1,FBgn0010774,3R,7077904,7080387
Ptx1,FBgn0020912,3R,30912754,30930682
ocn,FBgn0041102,3R,30037003,30037730
DNApol-alpha180,FBgn0259113,3R,21666562,21671750
CG17650,FBgn0031365,2L,1758286,1759093
CG8500,FBgn0037754,3R,9784653,9789323
CG8516,FBgn0037757,3R,9793295,9797754
CG8526,FBgn0037759,3R,9801280,9803461
CG9467,FBgn0037758,3R,9797769,9801026
CG2150,FBgn0003065,3R,31763304,31764772
CG44037,FBgn0264829,3R,12258737,12262879
CG44038,FBgn0264830,3R,12260969,12261230
CG10013,FBgn0038012,3R,12323521,12325210
Set,FBgn0014879,3R,15263552,15265253
CG44040,FBgn0264832,3R,15320378,15320691
Zip88E,FBgn0038312,3R,15268662,15270532
CG6276,FBgn0038316,3R,15318203,15320069
CG15550,FBgn0039811,3R,30936589,30937102
CG15548,FBgn0039812,3R,30959700,30962307
Ctr1C,FBgn0062411,3R,30963290,30964320
Smvt,FBgn0039873,3R,31759404,31761579
CG7896,FBgn0039728,3R,29983426,29990785
Sas-6,FBgn0039731,3R,29995357,29997034
CG11504,FBgn0039733,3R,29997900,29999755
salt,FBgn0039872,3R,31751825,31754705
Tace,FBgn0039734,3R,30000530,30003678
Axn,FBgn0026597,3R,30022842,30035311
janA,FBgn0001280,3R,30038622,30039533
janB,FBgn0001281,3R,30037984,30038728
RpS28a,FBgn0039739,3R,30022345,30022648
Mgat2,FBgn0039738,3R,30015513,30022221
CG15525,FBgn0039732,3R,29996961,29997676
Acph-1,FBgn0000032,3R,29991144,29993411
CG7943,FBgn0039741,3R,30046470,30048665
Tpi,FBgn0086355,3R,30132981,30134599
CG31029,FBgn0051029,3R,30129279,30132395
spn-A,FBgn0003479,3R,30054696,30056037
RpL32,FBgn0002626,3R,30045229,30046161
CG42322,FBgn0259222,3R,20740108,20756639
TotA,FBgn0028396,3R,20871036,20871700
Syp,FBgn0038826,3R,20756729,20810726
TfIIA-L,FBgn0011289,3R,27251112,27256463
Fancd2,FBgn0038827,3R,20810804,20816190
RpS20,FBgn0019936,3R,20822181,20823356
CG17270,FBgn0038828,3R,20816445,20818929
Takl1,FBgn0046689,3R,20770828,20772601
CG31195,FBgn0051195,3R,20757269,20762369
CG17267,FBgn0038821,3R,20737325,20739100
Synd,FBgn0053094,3R,20832799,20840118
CG15696,FBgn0038833,3R,20847068,20847748
RpS4,FBgn0011284,3L,13041756,13044234
Ir93a,FBgn0259215,3R,20851709,20859945
CG14260,FBgn0039504,3R,27265457,27266423
CG16749,FBgn0037678,3R,9330885,9331885
CG3368,FBgn0039508,3R,27283780,27287448
Hmu,FBgn0015737,3R,27288769,27291592
CG3348,FBgn0040609,3R,27291535,27292209
bigmax,FBgn0039509,3R,27287366,27288526
mrt,FBgn0039507,3R,27277249,27282661
CG12951,FBgn0037677,3R,9329223,9330331
l(3)mbt,FBgn0002441,3R,27266326,27273273
CG14262,FBgn0039503,3R,27264374,27265430
woc,FBgn0010328,3R,27256595,27264055
pll,FBgn0010441,3R,27251131,27253182
lectin-22C,FBgn0259230,2L,2036409,2037265
CG8861,FBgn0037676,3R,9293642,9328511
CR40190,FBgn0085732,2R,1211067,1213666
l(2)41Ab,FBgn0262123,2R,1349392,1443935
CR42653,FBgn0261505,2R,1207416,1209312
PEK,FBgn0037327,3R,5458563,5464753
RpL35A,FBgn0037328,3R,5465630,5467101
Orco,FBgn0037324,3R,5407183,5412406
CG43245,FBgn0262890,3L,10771925,10773399
Poxm,FBgn0003129,3R,8319025,8333792
Csp,FBgn0004179,3L,22267382,22273745
erm,FBgn0031375,2L,1950239,1970362
CG11523,FBgn0037156,3L,22265806,22266679
Got2,FBgn0001125,2L,1984512,1987758
CG16812,FBgn0032488,2L,13222587,13224545
CG16813,FBgn0032490,2L,13227529,13228521
CG16820,FBgn0032495,2L,13246232,13250189
CG33543,FBgn0053543,2L,1997102,2006313
CG15480,FBgn0032489,2L,13224620,13225275
Ski6,FBgn0032487,2L,13221397,13222429
kek4,FBgn0032484,2L,13212335,13215350
CG15356,FBgn0031377,2L,1975463,1980755
CG7289,FBgn0031379,2L,1982217,1984514
Npc2a,FBgn0031381,2L,1988290,1988940
vir-1,FBgn0043841,2L,12403270,12423439
drongo,FBgn0020304,2L,833584,851071
pre-mod(mdg4)-T,FBgn0261837,3R,21360176,21362131
pre-mod(mdg4)-Z,FBgn0261838,3R,21360176,21362131
pre-mod(mdg4)-AD,FBgn0261841,3R,21365609,21368279
pre-mod(mdg4)-AE,FBgn0261842,3R,21365609,21368279
pre-mod(mdg4)-X,FBgn0261840,3R,21365609,21369330
SPE,FBgn0039102,3R,23686255,23688147
CG10301,FBgn0039106,3R,23710158,23711338
CG10300,FBgn0039107,3R,23711527,23713313
CG10365,FBgn0039109,3R,23723331,23731499
prt,FBgn0043005,3R,23696372,23699027
Rpn9,FBgn0028691,3R,23731375,23733462
CG31468,FBgn0047351,3R,23699328,23700354
Su(dx),FBgn0003557,2L,2037714,2044372
Gyc88E,FBgn0038295,3R,15150375,15191242
CG10874,FBgn0031395,2L,2189914,2192386
CG17712,FBgn0027597,2L,1750687,1752122
dpr3,FBgn0053516,2L,2058790,2109878
Reph,FBgn0021800,2L,3803545,3810671
aop,FBgn0000097,2L,2156484,2178754
kraken,FBgn0020545,2L,852768,854539
CG7295,FBgn0031372,2L,1869803,1871032
CG14851,FBgn0038240,3R,14562340,14562845
CG11723,FBgn0031391,2L,2145297,2147275
CG13949,FBgn0031288,2L,855337,856639
aru,FBgn0029095,2L,861849,868354
CG4291,FBgn0031287,2L,851251,852730
tho2,FBgn0031390,2L,2137350,2145187
Gr28b,FBgn0045495,2L,7454826,7462247
CG31664,FBgn0051664,2L,1824172,1826500
Gr28a,FBgn0041247,2L,7452520,7454212
Or22a,FBgn0026398,2L,1520491,1522156
Wnt6,FBgn0031902,2L,7333714,7352542
CG31928,FBgn0051928,2L,1492295,1493859
Or22b,FBgn0026397,2L,1522697,1524257
CG33128,FBgn0053128,2L,1494070,1495456
CG31661,FBgn0051661,2L,1497243,1498583
CG14352,FBgn0031351,2L,1611410,1612576
RFeSP,FBgn0021906,2L,1612429,1614160
CG18131,FBgn0031343,2L,1498455,1500608
slp1,FBgn0003430,2L,3825675,3827099
slp2,FBgn0004567,2L,3836840,3839185
CG17648,FBgn0031364,2L,1752308,1752848
CG34133,FBgn0083969,3R,29869365,29875159
wry,FBgn0051665,2L,1836538,1858550
CG17646,FBgn0264494,2L,1732524,1750612
CR44079,FBgn0264888,2L,7399465,7399929
CG44072,FBgn0264881,2L,7399465,7399929
c-cup,FBgn0031367,2L,1831627,1832565
CG17652,FBgn0031361,2L,1731033,1732356
Haspin,FBgn0046706,2R,4014111,4049342
bowl,FBgn0004893,2L,3771700,3784121
CR14578,FBgn0260469,3L,27849226,27850751
CG15514,FBgn0039712,3R,29860055,29861494
Cep97,FBgn0031575,2L,3867697,3871425
CG7824,FBgn0039711,3R,29857652,29858936
dgt1,FBgn0039710,3R,29854695,29857491
gudu,FBgn0031905,2L,7388508,7390902
CG5160,FBgn0031906,2L,7390984,7398750
CG5149,FBgn0031904,2L,7384486,7388253
CG17375,FBgn0031861,2L,6804324,6805792
CG5863,FBgn0038507,3R,17411108,17412680
CG44090,FBgn0264899,3R,17433991,17434430
Nup133,FBgn0039004,3R,22690607,22694772
Cyp6d4,FBgn0039006,3R,22698319,22700307
MED27,FBgn0037359,3R,5655139,5656336
CG6985,FBgn0039017,3R,22741150,22743081
CG44085,FBgn0264894,2L,13261008,13284043
CG6569,FBgn0038909,3R,21866172,21867919
Dcr-1,FBgn0039016,3R,22734007,22741091
Irp-1A,FBgn0024958,3R,22721320,22724587
CG31431,FBgn0051431,3R,21870681,21873640
CG13842,FBgn0039009,3R,22704254,22707278
lsn,FBgn0260940,3R,21865168,21866238
CG31419,FBgn0051419,3R,17284648,17285421
CG10055,FBgn0037482,3R,7184101,7186673
wfs1,FBgn0039003,3R,22687542,22690380
CG31459,FBgn0051459,3R,19840845,19842040
CG14852,FBgn0038242,3R,14565927,14566513
CG11447,FBgn0038737,3R,19861610,19862600
CG1239,FBgn0037368,3R,5733513,5734702
plx,FBgn0261261,3R,5685855,5712837
Xe7,FBgn0010772,3R,5665139,5669334
CG1236,FBgn0037370,3R,5736748,5738013
CG4572,FBgn0038738,3R,19862517,19864393
Uvrag,FBgn0032499,2L,13286777,13289556
Ire1,FBgn0261984,3R,19853908,19861291
elm,FBgn0037358,3R,5652640,5654861
Osi24,FBgn0037409,3R,6198811,6207678
Osi3,FBgn0037411,3R,6215832,6218199
RpL4,FBgn0003279,3R,27922821,27924888
Osi5,FBgn0037413,3R,6227512,6228828
mino,FBgn0027579,3R,27925191,27933077
Osi7,FBgn0037414,3R,6248994,6251683
Osi8,FBgn0037415,3R,6255175,6256602
CG33111,FBgn0053111,3R,23801714,23819237
Osi9,FBgn0037416,3R,6260211,6262105
CG15594,FBgn0037421,3R,6287733,6289824
Osi13,FBgn0037422,3R,6291737,6293489
Osi14,FBgn0040279,3R,6299128,6300738
Osi11,FBgn0037418,3R,6267591,6268757
stg,FBgn0003525,3R,29251826,29255800
Nup98-96,FBgn0039120,3R,23774225,23781621
CG10208,FBgn0039118,3R,23772998,23774127
SP1029,FBgn0263236,3R,29244961,29250451
CG17780,FBgn0039197,3R,24382920,24385052
CG12163,FBgn0260462,3R,5237651,5251745
Orct,FBgn0019952,3R,24276260,24278792
jar,FBgn0011225,3R,24252826,24271233
CG6356,FBgn0039178,3R,24283955,24288617
Brf,FBgn0038499,3R,17374833,17391337
Gp93,FBgn0039562,3R,27948711,27952151
CR31054,FBgn0051054,3R,27960768,27961476
CG31253,FBgn0051253,3R,27959346,27960573
mfrn,FBgn0039561,3R,27942796,27948021
Cnx99A,FBgn0015622,3R,29315254,29319644
CG14506,FBgn0039659,3R,29293743,29297180
BCAS2,FBgn0039558,3R,27921283,27922356
Mst84Db,FBgn0004173,3R,7365160,7365627
Mst84Dc,FBgn0004174,3R,7364254,7364673
Mst84Dd,FBgn0004175,3R,7363307,7363773
CG17944,FBgn0037500,3R,7361368,7362123
CG14540,FBgn0039398,3R,25959279,25961686
Atg6,FBgn0264325,3R,24049180,24050782
atms,FBgn0010750,3R,4750035,4777490
dnd,FBgn0038916,3R,21885676,21887355
CG14657,FBgn0037282,3R,4817980,4821432
CG4849,FBgn0039566,3R,27963415,27966958
betaTub97EF,FBgn0003890,3R,27967008,27988384
boi,FBgn0040388,X,2444167,2470043
c12.2,FBgn0040234,X,9319359,9324458
beat-IIa,FBgn0038498,3R,17320004,17366119
lap,FBgn0086372,3R,7186994,7200941
CG12590,FBgn0037294,3R,5159612,5160901
Kat60,FBgn0040208,3R,5227289,5232209
glo,FBgn0259139,3R,11815206,11819339
CG13615,FBgn0039199,3R,24390592,24391870
CG5768,FBgn0039198,3R,24386104,24390339
Sbf,FBgn0025802,3R,11789293,11796948
mbc,FBgn0015513,3R,23781765,23801634
CG42824,FBgn0262006,3R,17406048,17406511
tst,FBgn0039117,3R,23768399,23772859
Cys,FBgn0004629,3R,14569103,14569644
CG8066,FBgn0038243,3R,14567611,14568847
ctrip,FBgn0260794,3R,4786284,4812096
CG14655,FBgn0037275,3R,4777497,4780302
CG44088,FBgn0264897,3R,4774516,4775053
TotX,FBgn0044810,3R,20904917,20905518
CG31131,FBgn0051131,3R,27961992,27963219
nos,FBgn0002962,3R,19157238,19160202
Cyp12a4,FBgn0038681,3R,19135158,19137136
CG1116,FBgn0037297,3R,5219657,5221548
Vps37B,FBgn0037299,3R,5226158,5227526
CG42359,FBgn0259705,3R,19161259,19162300
Mms19,FBgn0037301,3R,5232543,5236288
CG5835,FBgn0038682,3R,19148632,19153686
CG44257,FBgn0265197,3R,17265278,17265821
CG8087,FBgn0038241,3R,14564323,14564805
Ppcs,FBgn0261285,3R,19139054,19147910
CG2104,FBgn0037365,3R,5690891,5693286
lbe,FBgn0011278,3R,21441577,21446537
CG13616,FBgn0039200,3R,24392889,24393762
CG31128,FBgn0051128,3R,24469397,24470310
nAChRalpha2,FBgn0000039,3R,24485428,24491147
Cda4,FBgn0052499,X,22583634,22632710
CG17781,FBgn0039196,3R,24373456,24375661
beat-IIb,FBgn0038494,3R,17232253,17265049
CG31343,FBgn0051343,3R,21745266,21749003
CG31198,FBgn0051198,3R,21754324,21757758
CG6000,FBgn0039145,3R,24054391,24055092
Hsp68,FBgn0001230,3R,24055080,24057310
CG14232,FBgn0031061,X,19701927,19704259
Nup58,FBgn0038722,3R,19645026,19646906
tey,FBgn0036899,3L,19650506,19664104
CG3021,FBgn0040337,X,1026791,1028290
CG4820,FBgn0037876,3R,11216535,11217898
RpS25,FBgn0086472,3R,11215028,11216287
CG7655,FBgn0038536,3R,17682669,17683773
crb,FBgn0259685,3R,24295078,24314541
ZnT86D,FBgn0037875,3R,11212308,11214539
CG31360,FBgn0051360,3R,17685097,17685807
Pxt,FBgn0261987,3R,17719454,17722955
CG42542,FBgn0260659,3R,15196598,15203074
CG44259,FBgn0265199,3R,17253581,17254129
Lgr1,FBgn0016650,3R,17725777,17733207
Spn88Eb,FBgn0038299,3R,15206703,15208762
Mf,FBgn0038294,3R,15170625,15181510
CG14321,FBgn0038540,3R,17733598,17734381
osa,FBgn0261885,3R,17687818,17718350
CG31249,FBgn0051249,3R,17685689,17687071
CG31251,FBgn0051251,3R,17683740,17684915
alt,FBgn0038535,3R,17673732,17682515
c12.1,FBgn0040235,X,9317915,9319223
CG42822,FBgn0262004,3R,17413901,17414607
CG42835,FBgn0262024,3R,17420638,17420989
C3G,FBgn0259228,X,6780790,6803593
CG42821,FBgn0262003,3R,17413077,17413639
CG5866,FBgn0038508,3R,17415739,17416505
CG42834,FBgn0262023,3R,17418759,17419294
Eh,FBgn0000564,3R,17446642,17448858
MFS17,FBgn0058263,2R,2494742,2565385
CG8132,FBgn0037687,3R,9401495,9402618
CR41243,FBgn0085570,2R,3334854,3336160
CG6225,FBgn0038072,3R,12654577,12660860
CR41501,FBgn0085786,2R,3524536,3526047
CG8135,FBgn0037689,3R,9404385,9407857
Sym,FBgn0037371,3R,5738178,5742476
CG2100,FBgn0037369,3R,5734698,5736355
cas,FBgn0004878,3R,5712975,5716805
Rab23,FBgn0037364,3R,5680054,5685434
mbo,FBgn0026207,3R,12676487,12679052
CG44094,FBgn0264903,3R,14576331,14576611
CG7987,FBgn0038244,3R,14570472,14575887
CG44098,FBgn0264907,3R,4750409,4773197
CG31176,FBgn0051176,3R,21672303,21719660
CG44261,FBgn0265201,3R,9407694,9408169
CG32750,FBgn0052750,X,6194737,6196439
pon,FBgn0025739,X,4636318,4639112
CG12179,FBgn0025388,X,4631052,4636004
Caf1-180,FBgn0030054,X,8602137,8606304
Ca-alpha1T,FBgn0264386,X,6104085,6192483
RpL34b,FBgn0037686,3R,9400237,9401226
Vamp7,FBgn0266186,2R,9841080,9842502
CG34117,FBgn0083953,3R,9399570,9400053
CG2616,FBgn0037512,3R,7722417,7724715
CG43349,FBgn0263081,2L,1200205,1200663
CG5011,FBgn0040723,2L,1200671,1201220
CG14342,FBgn0031324,2L,1204215,1205250
CG13085,FBgn0032780,2L,19424050,19430270
CG10086,FBgn0037517,3R,7790633,7793483
d4,FBgn0033015,2R,5259004,5295965
CG2641,FBgn0037518,3R,7794069,7796599
CG18746,FBgn0042103,3R,7788282,7790187
CG18745,FBgn0042102,3R,7783843,7786119
dpr12,FBgn0085414,2R,5804712,5860831
CG18747,FBgn0042104,3R,7780884,7783446
pyd3,FBgn0037513,3R,7747913,7750079
CG15530,FBgn0039752,3R,30177877,30180178
Bet5,FBgn0260860,3R,30180232,30181486
CG14374,FBgn0040553,3R,13396694,13397140
CCHa2,FBgn0038147,3R,13389059,13395197
CG42329,FBgn0259229,2L,1219293,1229802
CecA1,FBgn0000276,3R,30210874,30211273
CecA2,FBgn0000277,3R,30212156,30212568
CecB,FBgn0000278,3R,30213315,30213797
RpS7,FBgn0039757,3R,30206447,30209020
CG4896,FBgn0031319,2L,1177690,1182454
CG9799,FBgn0038146,3R,13385648,13388709
mRpS21,FBgn0044511,3R,13381276,13381809
CG9813,FBgn0038143,3R,13373104,13379775
CG9743,FBgn0039756,3R,30196360,30202998
tio,FBgn0028979,2L,22019208,22025734
scaf,FBgn0033033,2R,5676750,5691723
mle,FBgn0002774,2R,5974857,5980778
CG17508,FBgn0039970,2R,5608635,5611586
l(2)09851,FBgn0022288,2R,5754517,5756327
CG31028,FBgn0051028,3R,30166631,30171207
CG31030,FBgn0051030,3R,30164692,30166419
Ir60e,FBgn0035019,2R,24529554,24531272
RluA-2,FBgn0032256,2L,10477073,10482975
Ir67a,FBgn0036010,3L,9542245,9543999
BubR1,FBgn0263855,2R,5969099,5974385
CG34200,FBgn0085229,2R,5757662,5758067
Tsp42A,FBgn0033042,2R,5795413,5796710
poly,FBgn0086371,3R,13361816,13366910
CG6094,FBgn0032261,2L,10507081,10508032
PK2-R2,FBgn0038139,3R,13329070,13334166
ZnT41F,FBgn0025693,2R,5774776,5782858
vlc,FBgn0259978,2R,5702112,5705439
CG32473,FBgn0052473,3R,13302648,13312785
CG6294,FBgn0030640,X,15462722,15466812
CG44142,FBgn0264991,3R,13312855,13313188
CG6299,FBgn0030641,X,15462722,15466812
Gr47a,FBgn0041242,2R,10362185,10363584
CG42654,FBgn0261506,3L,19953794,19954526
CG43348,FBgn0263080,2L,1199412,1199924
CG31693,FBgn0051693,2L,22015190,22017334
Ir84a,FBgn0037501,3R,7406869,7409384
Tgt,FBgn0031321,2L,1184065,1185698
CG5126,FBgn0031320,2L,1182297,1184020
Grip75,FBgn0026431,2L,10483295,10485857
Ir87a,FBgn0038153,3R,13420279,13423140
CG43750,FBgn0264081,2L,2389578,2390689
Tep2,FBgn0041182,2L,7693727,7701601
Ir7b,FBgn0029965,X,7864948,7866968
CG15599,FBgn0030667,X,15684947,15688857
CG6739,FBgn0031926,2L,7608389,7616533
CG6144,FBgn0032259,2L,10488694,10490461
gcm,FBgn0014179,2L,9579498,9581745
CG1092,FBgn0037228,3R,4266770,4268316
CG18585,FBgn0031929,2L,7689311,7691061
Cpr30B,FBgn0032125,2L,9542878,9543658
CG13113,FBgn0032126,2L,9544171,9544875
cpx,FBgn0041605,3R,4280221,4304604
CG9795,FBgn0037234,3R,4319683,4326379
CG4017,FBgn0032143,2L,9767058,9768727
CG31815,FBgn0051815,2L,16605822,16607321
CG31710,FBgn0051710,2L,9702442,9705954
CG4364,FBgn0032138,2L,9708921,9711271
Syt14,FBgn0261086,3R,4314455,4319069
CG15628,FBgn0031632,2L,4821774,4828945
Taf11,FBgn0011291,2L,9762424,9763262
Nckx30C,FBgn0028704,2L,9711512,9746495
CG4839,FBgn0032187,2L,10144776,10156407
CG13135,FBgn0032184,2L,10122129,10122771
CG10979,FBgn0037379,3R,5794705,5799994
modSP,FBgn0051217,3R,16652446,16655662
CG14907,FBgn0038455,3R,16651217,16652319
CG14906,FBgn0015351,3R,16649981,16651157
CG10264,FBgn0038394,3R,16043498,16044832
Ir92a,FBgn0038789,3R,20338973,20343902
CG5013,FBgn0038396,3R,16049670,16050693
Cyp4e2,FBgn0014469,2R,8444560,8447164
Rpn5,FBgn0028690,3R,5789493,5791569
msps,FBgn0027948,3R,16050801,16060675
CG1218,FBgn0037377,3R,5791879,5793383
CG7384,FBgn0032262,2L,10507859,10510453
CG2577,FBgn0030384,X,12373118,12374448
CG10407,FBgn0038395,3R,16044747,16046130
CG11000,FBgn0263353,3R,5802328,5813258
CG2091,FBgn0037372,3R,5753318,5754774
Hpr1,FBgn0037382,3R,5818794,5821440
Myo31DF,FBgn0086347,2L,10491814,10506779
CG5892,FBgn0038873,3R,21242618,21245418
TwdlM,FBgn0039434,3R,26619118,26620224
TwdlJ,FBgn0039440,3R,26629918,26630825
sut2,FBgn0028562,2R,8087396,8089297
ETHR,FBgn0038874,3R,21247011,21265134
RluA-1,FBgn0051719,2L,10463340,10474349
Ir94c,FBgn0051423,3R,22117640,22119454
Ir94b,FBgn0051424,3R,22115471,22117249
CG3308,FBgn0038877,3R,21271078,21273817
Ir31a,FBgn0051718,2L,10405565,10408197
CG3301,FBgn0038878,3R,21274243,21276249
AP-2sigma,FBgn0043012,3R,21269209,21270075
e,FBgn0000527,3R,21229839,21237177
Ir40a,FBgn0259683,2L,22189526,22214376
CG5921,FBgn0029835,X,6050828,6065646
CG17328,FBgn0028895,2L,16299943,16301765
Glut3,FBgn0015230,3R,16788311,16790021
CG11168,FBgn0039249,3R,24918106,24922385
parvin,FBgn0052528,X,19746041,19748458
CG3645,FBgn0031238,2L,252589,271744
CG11771,FBgn0039252,3R,24932010,24934919
Ir41a,FBgn0040849,2R,4917519,5021955
ssh,FBgn0029157,3R,24938710,24944956
Ir56e,FBgn0265142,2R,19652295,19652826
Osbp,FBgn0020626,3R,24934869,24938222
CG9915,FBgn0030738,X,16309817,16313138
CG17565,FBgn0038424,3R,16432998,16434740
CG3679,FBgn0027521,X,16303870,16307377
CG14881,FBgn0038425,3R,16434899,16436066
CG3638,FBgn0261444,X,1215289,1236684
ema,FBgn0038427,3R,16436880,16441661
CG14882,FBgn0038429,3R,16443207,16445010
CG15125,FBgn0034463,2R,19657573,19659599
Pak3,FBgn0044826,3R,16445007,16453821
CG13585,FBgn0035020,2R,24531594,24533391
CG14894,FBgn0038428,3R,16441843,16443007
Ir60f,FBgn0265154,2R,24521369,24521829
CG6723,FBgn0037895,3R,11416218,11418668
trx,FBgn0003862,3R,14263358,14286903
mbm,FBgn0086912,2L,271912,273715
mRpS33,FBgn0038426,3R,16436045,16436597
CG17075,FBgn0031239,2L,259949,267505
Invadolysin,FBgn0086359,3R,10144668,10159134
CG42759,FBgn0261817,3R,10143070,10143483
PGRP-SC2,FBgn0043575,2R,8716950,8717695
Timp,FBgn0025879,3R,10203875,10213007
CG12814,FBgn0037796,3R,10171156,10189603
Best1,FBgn0040238,3R,10161464,10170487
CG42500,FBgn0260226,3R,14152211,14152650
CG14355,FBgn0038208,3R,14148508,14151940
Cyt-b5,FBgn0264294,2R,7533506,7535936
Vps13,FBgn0033194,2R,7566809,7580675
scra,FBgn0261385,2R,7590119,7595242
CG43179,FBgn0262808,3R,14256108,14256930
CG1360,FBgn0033195,2R,7587773,7590109
CG6254,FBgn0037794,3R,10159144,10161331
blow,FBgn0004133,2R,7580488,7587079
boca,FBgn0004132,2R,7565873,7566738
CG14839,FBgn0038219,3R,14262387,14263367
sunz,FBgn0037462,3R,6630151,6631184
CG15177,FBgn0037461,3R,6628204,6629321
glob2,FBgn0250846,3R,6605997,6608914
CG17110,FBgn0039050,3R,23091724,23095441
CG6726,FBgn0039049,3R,23091724,23095184
CG17109,FBgn0039051,3R,23095690,23097240
CG6733,FBgn0039052,3R,23097728,23099191
Rassf,FBgn0039055,3R,23114014,23117931
CG6738,FBgn0039053,3R,23099533,23100983
CG1792,FBgn0039860,3R,31616303,31617837
Med,FBgn0011655,3R,31611046,31615375
pasha,FBgn0039861,3R,31617977,31622217
CG1894,FBgn0039585,3R,28484557,28486062
CG11539,FBgn0039859,3R,31615284,31616160
Ppn,FBgn0003137,3R,28520665,28540324
tinc,FBgn0261649,3R,17811541,17872507
TwdlW,FBgn0038487,3R,17141208,17142404
CG31266,FBgn0051266,3R,17132662,17133719
CG5255,FBgn0038485,3R,17137893,17138865
CG5265,FBgn0038486,3R,17138999,17141168
CG5292,FBgn0038491,3R,17151861,17153771
m-cup,FBgn0038488,3R,17144475,17149412
CG4053,FBgn0038482,3R,17131211,17132198
CG7059,FBgn0038957,3R,22389780,22392349
CG13856,FBgn0038959,3R,22402655,22405059
CG13855,FBgn0038960,3R,22405939,22408640
lqfR,FBgn0261279,3R,22411301,22419051
mats,FBgn0038965,3R,22421161,22423302
CG13847,FBgn0038967,3R,22425214,22436150
CG13850,FBgn0038961,3R,22408566,22410915
CG42638,FBgn0261361,3L,19745834,19749744
CG3999,FBgn0037801,3R,10251518,10255268
pont,FBgn0040078,3R,10262123,10263899
unk,FBgn0004395,3R,23149653,23157862
Nuak1,FBgn0262617,3R,10264306,10308467
CG6293,FBgn0037807,3R,10307806,10311613
Sirt6,FBgn0037802,3R,10255349,10261849
CenB1A,FBgn0039056,3R,23118400,23124217
CG3662,FBgn0031285,2L,821289,824337
CG31457,FBgn0051457,3R,23126581,23127981
CG31365,FBgn0051365,3R,23123962,23126422
cwo,FBgn0259938,3R,10388258,10400752
Rrp46,FBgn0037815,3R,10413301,10414242
CG6345,FBgn0037816,3R,10414218,10416046
Irp-1B,FBgn0024957,3R,10408618,10412869
mRpS10,FBgn0038307,3R,15229665,15230516
CG42404,FBgn0259823,3R,15250094,15257765
Su(var)3-9,FBgn0263755,3R,15259864,15263458
Art3,FBgn0038306,3R,15227605,15229408
CG12241,FBgn0038304,3R,15219256,15222371
CG31344,FBgn0051344,3R,15223378,15225329
Rpb7,FBgn0051155,3R,15222251,15223180
ss,FBgn0003513,3R,16374434,16403690
CG32152,FBgn0052152,3L,16139501,16144036
CG10317,FBgn0038423,3R,16368855,16370533
CG14880,FBgn0038422,3R,16360329,16368306
gro,FBgn0001139,3R,26041736,26049911
E(spl)m3-HLH,FBgn0002609,3R,26021823,26023127
